# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Sep 26 20:00:59 2025
#
# User ID:         holographic.sol
#
# User preference: archive defaults
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_vmagsrc:     V-band Source
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_bmvsrc:      B-V Source
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
# COLUMN st_lbolsrc:     Stellar Bolometric Luminosity Source
# COLUMN wds_designation: WDS Designation
# COLUMN wds_sep:        WDS Angular Separation [arcsec]
# COLUMN wds_deltamag:   WDS Magnitude Difference [mag]
# COLUMN st_fracplxunc:  Fractional Parallax Uncertainty
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmraerr:     Proper Motion (RA) Unc. [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pmdecerr:    Proper Motion (Dec) Unc. [mas/yr]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_vmk:         V-K [mag]
# COLUMN st_vmkerr:      V-K Unc. [mag]
# COLUMN st_kmagsrc:     K-band Source
# COLUMN st_mbol:        Bolometric Magnitude [mag]
# COLUMN st_mbolerr:     Bolometric Magnitude Unc. [mag]
# COLUMN st_mbolsrc:     Bolometric Magnitude Source
# COLUMN st_mbolflag:    Bolometric Magnitude Contamination Flag
# COLUMN st_spttag:      Spectral Type Tag
# COLUMN st_lumclass:    Luminosity Class
# COLUMN st_eeidau:      Earth-Equivalent Insolation Distance [au]
# COLUMN st_eeidauerr:   Earth-Equivalent Insolation Distance Unc. [au]
# COLUMN st_eeidmas:     Earth-Equivalent Insolation Distance [mas]
# COLUMN st_eeidmaserr:  Earth-Equivalent Insolation Distance Unc. [mas]
# COLUMN st_fpbearth:    Fractional Planet Brightness
# COLUMN st_fpbeartherr: Fractional Planet Brightness Unc.
# COLUMN st_vmagearth:   Earth-Equivalent V-band Magnitude [mag]
# COLUMN st_vmageartherr: Earth-Equivalent V-band Magnitude Unc. [mag]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teffsrc:     Stellar Effective Temperature Source
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radsrc:      Stellar Radius Source
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masssrc:     Stellar Mass Source
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_loggsrc:     Stellar Surface Gravity Source
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr:      Stellar Age Unc. [Gyr]
# COLUMN st_agesrc:      Stellar Age Source
# COLUMN st_actclass:    Activity Class
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfesrc:    Stellar Metallicity Source
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_probeflag:   Probe List Flag
# COLUMN st_k2flag:      K2 Flag
# COLUMN st_k2campaign:  K2 Campaign
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Curves
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_j2m:         J-band (2MASS) [mag]
# COLUMN st_j2merr:      J-band (2MASS) Unc. [mag]
# COLUMN st_j2mlim:      J-band (2MASS) Limit Flag
# COLUMN st_h2m:         H-band (2MASS) [mag]
# COLUMN st_h2merr:      H-band (2MASS) Unc. [mag]
# COLUMN st_h2mlim:      H-band (2MASS) Limit Flag
# COLUMN st_ks2m:        Ks-band (2MASS) [mag]
# COLUMN st_ks2merr:     Ks-band (2MASS) Unc. [mag]
# COLUMN st_ks2mlim:     Ks-band (2MASS) Limit Flag
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise1err:    WISE 3.4um Unc. [mag]
# COLUMN st_wise1lim:    WISE 3.4um Limit Flag
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise2err:    WISE 4.6um Unc. [mag]
# COLUMN st_wise2lim:    WISE 4.6um Limit Flag
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise3err:    WISE 12.um Unc. [mag]
# COLUMN st_wise3lim:    WISE 12.um Limit Flag
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_wise4err:    WISE 22.um Unc. [mag]
# COLUMN st_wise4lim:    WISE 22.um Limit Flag
#
rowid,star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc,wds_designation,wds_sep,wds_deltamag,st_fracplxunc,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_glon,st_glat,st_vmk,st_vmkerr,st_kmagsrc,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_spttag,st_lumclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_teff,st_tefferr,st_teffsrc,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_logg,st_loggerr,st_loggsrc,st_age,st_ageerr,st_agesrc,st_actclass,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_probeflag,st_k2flag,st_k2campaign,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim
156,HIP 54182,HIP 54182,HD 96097,,2MASS J11050103+0720096,1,1,0,0,0,0,0,11h05m01.23s,166.255125,+07d20m10.0s,7.336123,28.99,0.29,-0.29,4.620,0.020,VT,0.330,0.010,G,F2III-IVvar,9.890,0.040,V-K,11050+0720,,,0.01,-344.400,,-47.400,,246.138624,57.937238,0.850,0.020,DENIS,2.310,0.030,,0,F,MAINSEQ,3.15,,108.49,,0.00,,31.95,,7010.00,,B-V,2.13,,Turnbull,1.80,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,4.038,0.296,0,3.769,0.294,0,3.741,0.280,0,,,,,,,,,,,,
157,HIP 54872,HIP 54872,HD 97603,GJ 419,2MASS J11140651+2031258,1,1,0,0,1,0,0,11h14m06.41s,168.526717,+20d31m26.5s,20.524034,17.91,,,2.560,0.010,G,0.130,0.010,G,A4V,25.780,0.050,V-K,11141+2031,,,0.00,143.300,,-130.400,,224.227564,66.827334,0.330,0.050,Koornneef,1.290,0.020,,0,A,MAINSEQ,5.08,,283.42,,0.00,,30.93,,8037.00,,Gray,2.62,,Turnbull,2.30,,Turnbull,3.72,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.238,0.258,0,2.191,0.188,0,2.144,0.206,0,,,,,,,,,,,,
158,HIP 55642 A,HIP 55642 A,HD 99028,GJ 426.1 A,2MASS J11235546+1031459 A,1,1,0,0,0,0,0,11h23m55.37s,170.980703,+10d31m46.9s,10.529698,23.67,0.48,-0.46,4.000,0.010,G,0.420,0.020,G,F2IVSB,12.080,0.110,V-K,11239+1032,2.10000,2.650,0.02,140.800,,-77.800,,247.599108,63.547939,1.190,0.100,1969tmss.book.....N,2.130,0.050,,1,F,MAINSEQ,3.48,,146.82,,0.00,,31.55,,6600.00,,Gray,2.66,,Turnbull,1.89,,Turnbull,3.70,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.082,0.212,0,2.840,0.220,0,2.790,0.232,0,,,,,,,,,,,,
159,HIP 55705,HIP 55705,HD 99211,,2MASS J11245298-1741025,1,1,0,0,0,0,0,11h24m52.98s,171.220763,-17d41m02.5s,-17.684017,25.24,0.25,-0.25,4.070,0.020,VT,0.220,0.010,G,A9V,12.300,0.100,B-V,11249-1741,5.30000,3.800,0.01,-97.000,,3.200,,275.406736,40.516292,,,,2.060,0.030,,0,A,MAINSEQ,3.51,,138.94,,0.00,,31.63,,7805.00,,Gray,1.92,,Turnbull,1.90,,Turnbull,3.86,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.648,0.426,0,3.523,0.570,0,3.546,0.526,0,,,,,,,,,,,,
160,HD 99492,HIP 55848,HD 99492,GJ 429 B,2MASS J11264627+0300229,1,1,0,0,0,1,1,11h26m46.70s,171.694598,+03d00m21.1s,3.005864,17.96,0.56,-0.52,7.530,0.010,Koen,1.020,0.010,Koen,K2/4,0.340,0.070,V-K,11268+0301,28.20000,0.950,0.03,-730.100,,191.200,,259.282782,58.509123,2.320,0.020,2MASS,6.260,0.070,,0,K,MAINSEQ,0.59,,32.65,,0.00,,31.21,,4955.00,,2005ApJS..159..141V,0.76,,2007ApJS..168..297T,0.83,,2007ApJS..168..297T,4.61,,2007ApJS..168..297T,8.600,,2005ApJS..159..141V,,0.360,,,[Fe/H],1,0,,3,0,1,2,0,2,3,5.852,0.018,0,5.403,0.031,0,5.256,0.017,0,5.294,0.390,0,5.249,0.170,0,5.273,0.017,0,5.164,0.035,0
161,HIP 56452,HIP 56452,HD 100623,GJ 432 A,2MASS J11342953-3249533,1,0,1,1,0,1,0,11h34m29.95s,173.624804,-32d50m00.0s,-32.833342,9.56,,,5.960,0.020,VT,0.810,0.010,G,K0V,0.620,0.060,V-K,11345-3250,,,0.00,-671.000,,823.800,,284.779824,27.312023,2.960,0.050,1968AJ.....73..431P,6.060,0.030,,0,K,MAINSEQ,0.78,,82.05,,0.00,,30.27,,5189.00,,2005ApJS..159..141V,0.76,,2007ApJS..168..297T,0.81,,2007ApJS..168..297T,4.60,,2007ApJS..168..297T,0.760,,2007ApJS..168..297T,I,-0.370,,,[Fe/H],1,0,,1,0,1,0,0,2,7,4.784,0.228,0,4.138,0.214,0,4.022,0.036,0,,,,,,,,,,,,
162,HIP 56997,HIP 56997,HD 101501,GJ 434,2MASS J11410301+3412064,1,1,1,1,1,1,0,11h41m03.03s,175.262605,+34d12m09.2s,34.202560,9.61,,,5.310,0.020,VT,0.720,0.010,G,G8Vvar,0.650,0.060,V-K,11411+3412,,,0.00,-13.900,,-380.500,,183.546623,73.324378,1.670,0.050,1965CoLPL...3...73J,5.390,0.020,,0,G,MAINSEQ,0.81,,83.79,,0.00,,29.68,,5488.00,,2005ApJS..159..141V,0.90,,2007ApJS..168..297T,0.85,,2007ApJS..168..297T,4.48,,2007ApJS..168..297T,5.100,,2005ApJS..159..141V,A,-0.030,,,[Fe/H],1,0,,1,0,1,0,0,3,1,3.988,0.242,0,3.648,0.228,0,3.588,0.036,0,,,,,,,,,,,,
163,HD 102365,HIP 57443,HD 102365,GJ 442 A,2MASS J11463107-4030013,1,1,1,1,0,1,1,11h46m32.25s,176.634363,-40d30m04.8s,-40.501335,9.22,,,4.890,0.000,G,0.660,0.000,G,G3/5V,0.860,0.050,V-K,11467-4029,,,0.00,-1531.700,,403.400,,289.803185,20.710122,1.600,0.050,Koornneef,5.070,0.010,,0,G,MAINSEQ,0.93,,100.58,,0.00,,29.57,,5630.00,,2005ApJS..159..141V,0.96,,2007ApJS..168..297T,0.89,,2007ApJS..168..297T,4.45,,2007ApJS..168..297T,9.480,,2007ApJS..168..297T,I,-0.330,,,[Fe/H],1,0,,1,0,1,0,0,2,0,3.931,0.276,0,3.490,0.238,0,3.489,0.278,0,2.383,,-1,2.973,0.408,0,3.302,0.013,0,3.241,0.025,0
164,HIP 57632,HIP 57632,HD 102647,GJ 448,2MASS J11490366+1434197,1,1,1,0,1,0,0,11h49m03.88s,177.266160,+14d34m20.4s,14.572337,11.00,0.11,-0.11,2.140,0.000,G,0.090,0.000,G,A3Vvar,14.580,0.020,V-K,11491+1434,,,0.01,-499.000,,-113.800,,250.642324,70.800822,0.250,0.010,DENIS,1.930,0.010,,0,A,MAINSEQ,3.82,,347.10,,0.00,,29.89,,8378.00,,Gray,1.81,,Turnbull,1.99,,Turnbull,4.22,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.854,0.274,0,1.925,0.194,0,1.883,0.192,0,,,,,,,,,,,,
165,HIP 57757,HIP 57757,HD 102870,GJ 449,2MASS J11504173+0145528,1,1,1,0,1,1,0,11h50m41.29s,177.672025,+01d45m55.4s,1.765377,10.93,,,3.590,0.010,G,0.520,0.020,G,F9V,3.790,0.050,V-K,11507+0146,,,0.00,741.000,,-271.200,,270.520418,60.755627,1.260,0.050,1966CoLPL...4...99J,3.400,0.020,,0,F,MAINSEQ,1.95,,178.18,,0.00,,29.88,,6161.00,,2005ApJS..159..141V,1.70,,2007ApJS..168..297T,1.35,,2007ApJS..168..297T,4.14,,2007ApJS..168..297T,2.960,,2007ApJS..168..297T,,0.180,,,[Fe/H],1,0,,1,0,1,0,0,3,0,2.597,0.252,0,2.363,0.230,0,2.269,0.254,0,,,,,,,,,,,,
166,HIP 58001,HIP 58001,HD 103287,,2MASS J11534983+5341408,1,1,0,0,1,0,0,11h53m49.74s,178.457255,+53d41m41.0s,53.694733,25.50,0.26,-0.25,2.390,0.020,VT,0.050,0.020,BVT-Blue,A0VSB,74.950,0.070,V-K,11538+5342,,,0.01,107.800,,11.200,,140.840445,61.384872,0.020,0.050,1966CoLPL...4...99J,0.360,0.040,,0,A,MAINSEQ,8.66,,339.45,,0.00,,31.92,,9272.00,,Gray,3.35,,Turnbull,3.02,,Turnbull,3.64,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.381,0.290,0,2.487,0.174,0,2.429,0.288,0,,,,,,,,,,,,
167,HIP 58576,HIP 58576,HD 104304,GJ 454,2MASS J12004444-1026452,1,0,1,0,0,1,0,12h00m44.37s,180.184864,-10d26m41.4s,-10.444839,12.76,,,5.530,0.020,VT,0.770,0.020,BVT-G-Red,G8IV,0.930,0.060,V-K,,,,0.00,142.000,,-483.300,,283.116623,50.466107,1.660,0.050,1989A&A...215..305A,5.000,0.030,,0,G,MAINSEQ,0.96,,75.47,,0.00,,30.29,,5565.00,,2005ApJS..159..141V,1.01,,2007ApJS..168..297T,0.98,,2007ApJS..168..297T,4.43,,2007ApJS..168..297T,8.480,,2007ApJS..168..297T,I,0.270,,,[Fe/H],1,0,,1,0,1,0,0,2,2,4.557,0.228,0,4.070,0.208,0,4.027,0.260,0,,,,,,,,,,,,
168,HIP 59072,HIP 59072,HD 105211,GJ 455.2,2MASS J12065290-6436494,1,1,0,0,0,0,0,12h06m52.85s,181.720220,-64d36m49.1s,-64.613639,19.76,,,4.140,0.020,VT,0.350,0.010,G,F0IV,7.120,0.060,V-K,12069-6437,,,0.00,34.300,,-37.500,,298.177564,-2.153905,0.760,0.050,1985A&AS...61..203E,2.660,0.020,,0,F,MAINSEQ,2.67,,135.03,,0.00,,31.11,,6950.00,,Gray,1.84,,Turnbull,1.65,,Turnbull,4.01,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.446,0.264,0,3.229,0.232,0,3.197,0.236,0,,,,,,,,,,,,
169,HIP 59199,HIP 59199,HD 105452,GJ 455.3,2MASS J12082481-2443440,1,1,1,0,1,0,0,12h08m24.75s,182.103136,-24d43m43.6s,-24.728780,14.94,,,4.020,0.010,G,0.330,0.020,G,F0IV/V,4.560,0.050,V-K,,,,0.00,100.200,,-39.300,,290.658178,37.115451,0.840,0.050,Kidger,3.150,0.020,,0,F,MAINSEQ,2.13,,142.93,,0.00,,30.51,,7081.00,,Gray,1.42,,Turnbull,1.48,,Turnbull,4.23,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.525,0.286,0,3.364,0.218,0,3.307,0.240,0,,,,,,,,,,,,
170,HD 106515 A,HIP 59743 A,HD 106515 A,GJ 9398 A,2MASS J12150658-0715263,0,1,0,0,0,1,1,12h15m06.57s,183.777359,-07d15m26.4s,-7.257327,34.12,0.08,-0.08,7.972,0.014,,0.821,0.025,,G5,1.230,,,12151-0715,6.90000,0.240,,-251.600,0.100,-51.400,0.100,287.285812,54.507094,,,,,,,,,,,,,,,,,,5362.00,29.00,,1.62,0.05,,0.97,0.01,,4.41,0.04,,11.700,0.200,,,0.030,0.020,,[Fe/H],1,0,,1,0,1,0,0,1,0,6.585,0.024,0,6.218,0.045,0,6.151,0.026,0,6.321,0.317,0,6.088,0.069,0,6.208,0.020,0,6.092,0.072,0
171,HIP 59774,HIP 59774,HD 106591,GJ 459,2MASS J12152554+5701575,1,1,0,0,1,0,0,12h15m25.45s,183.856038,+57d01m57.4s,57.032598,24.69,,,3.280,0.020,VT,0.080,0.010,G,A3Vvar,26.090,0.060,V-K,12154+5702,,,0.00,103.600,,7.800,,132.567116,59.416957,0.190,0.050,1966CoLPL...4...99J,1.320,0.020,,0,A,MAINSEQ,5.11,,206.92,,0.00,,31.67,,8613.00,,Gray,2.29,,Turnbull,2.31,,Turnbull,3.70,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.316,0.248,0,3.306,0.252,0,3.104,0.338,0,,,,,,,,,,,,
172,HIP 60729,HIP 60729,HD 108309,GJ 9406,2MASS J12264817-4854472,1,0,0,1,0,0,0,12h26m48.71s,186.702966,-48d54m46.8s,-48.912998,26.61,0.27,-0.26,6.250,0.000,G,0.670,0.000,G,G3/5V,2.020,0.030,V-K,,,,0.01,-642.000,,-79.200,,298.770649,13.759741,1.540,0.020,2MASS,4.120,0.030,,0,G,MAINSEQ,1.42,,53.37,,0.00,,31.86,,5778.00,,2005ApJS..159..141V,1.39,,2007ApJS..168..297T,1.05,,2007ApJS..168..297T,4.21,,2007ApJS..168..297T,8.960,,2007ApJS..168..297T,I,0.130,,,[Fe/H],1,0,,1,0,1,0,0,1,0,5.250,0.266,0,4.815,0.024,0,4.711,0.018,0,,,,,,,,,,,,
173,HIP 60965,HIP 60965,HD 108767,,2MASS J12295187-1630552,1,1,0,0,1,0,0,12h29m51.98s,187.466597,-16d30m54.3s,-16.515094,26.63,,,2.930,0.020,VT,-0.010,0.020,BVT-Blue,B9.5V,57.790,0.060,V-K,12299-1631,,,0.00,-210.000,,-139.300,,295.472836,46.044017,-0.090,0.050,Koornneef,0.800,0.030,,0,B,MAINSEQ,7.60,,285.45,,0.00,,32.18,,10207.00,,Gray,2.43,,Turnbull,2.83,,Turnbull,3.97,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.934,0.280,0,3.000,0.230,0,3.003,0.248,0,,,,,,,,,,,,
174,HIP 61084,HIP 61084,HD 108903,GJ 470,2MASS J12310993-5706474,1,1,0,0,0,0,0,12h31m09.93s,187.791372,-57d06m45.2s,-57.112569,27.15,,,1.650,0.010,VT,1.520,0.010,BVT-G-Red,M4III,878.370,0.090,V-K,12312-5707,,,0.00,27.900,,-264.300,,300.169096,5.650464,4.710,0.050,Koornneef,-0.520,0.020,,0,GIANT,GIANT,29.64,,1091.54,,0.00,,33.85,,3385.00,,V-K,86.14,,Turnbull,5.69,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,-1.994,0.099,0,-2.985,0.146,0,-3.258,0.168,0,,,,,,,,,,,,
175,HIP 61174,HIP 61174,HD 109085,GJ 471.2,2MASS J12320424-1611455,1,1,0,0,1,0,0,12h32m04.48s,188.018687,-16d11m45.1s,-16.195866,18.28,,,4.300,0.010,G,0.390,0.010,G,F2V,5.240,0.050,V-K,12321-1612,,,0.00,-424.400,,-58.400,,296.180665,46.421918,0.760,0.050,1996MNRAS.279..915S,2.990,0.020,,0,F,MAINSEQ,2.29,,125.24,,0.00,,30.94,,6784.00,,Gray,1.66,,Turnbull,1.53,,Turnbull,4.06,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.609,0.250,0,3.372,0.240,0,3.372,0.302,0,,,,,,,,,,,,
176,HIP 61317,HIP 61317,HD 109358,GJ 475,2MASS J12334454+4121270,1,1,1,0,0,1,0,12h33m45.09s,188.437886,+41d21m24.4s,41.356768,8.44,,,4.240,0.020,VT,0.590,0.010,G,G0V,1.270,0.060,V-K,12337+4121,,,0.00,-705.100,,292.900,,136.127510,75.315243,1.400,0.050,1965CoLPL...3...73J,4.610,0.020,,0,G,MAINSEQ,1.13,,133.43,,0.00,,29.34,,5930.00,,2005ApJS..159..141V,1.05,,2007ApJS..168..297T,1.03,,2007ApJS..168..297T,4.42,,2007ApJS..168..297T,3.680,,2007ApJS..168..297T,I,-0.160,,,[Fe/H],1,0,,1,0,1,0,0,3,1,3.213,0.218,0,2.905,0.198,0,2.848,0.310,0,,,,,,,,,,,,
177,HIP 61941 A,HIP 61941 A,HD 110379,GJ 482 A,2MASS J12413962-0126580 A,1,1,1,0,0,0,0,12h41m40.00s,190.416676,-01d26m58.3s,-1.449522,11.68,0.12,-0.12,3.440,0.020,VT-G,0.360,0.020,BVT-G-Blue,F1V,5.280,0.060,V-K,12417-0127,1.90000,0.050,0.01,-616.700,,60.700,,297.837421,61.325536,1.620,0.050,Koornneef,3.100,0.030,,0,F,MAINSEQ,2.30,,196.58,,0.00,,30.09,,5674.00,,V-K,2.38,,Turnbull,1.53,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.041,0.272,0,1.925,0.224,0,1.873,0.232,0,,,,,,,,,,,,
178,HIP 62145,HIP 62145,HD 110833,GJ 483,2MASS J12441457+5145336,1,0,0,1,0,0,0,12h44m14.90s,191.062094,+51d45m35.1s,51.759749,14.88,0.15,-0.15,7.010,0.020,VT,0.940,0.010,G,K3V,0.380,0.050,V-K,,,,0.01,-378.800,,-183.900,,125.597962,65.331355,2.230,0.020,2MASS,6.150,0.040,,0,K,MAINSEQ,0.62,,41.58,,0.00,,30.81,,4988.00,,V-K,0.83,,Turnbull,0.78,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,5.318,8.888,0,4.900,0.020,0,4.780,0.016,0,,,,,,,,,,,,
179,HIP 62956,HIP 62956,HD 112185,,2MASS J12540170+5557349,1,1,0,0,0,0,0,12h54m01.63s,193.506804,+55d57m35.4s,55.959843,25.31,0.26,-0.25,1.760,0.000,G,-0.020,0.000,G,A0p,134.690,0.050,V-K,12540+5558,,,0.01,111.700,,-9.000,,122.180593,61.164719,0.010,0.050,1966CoLPL...4...99J,-0.260,0.010,,0,A,MAINSEQ,11.61,,458.54,,0.00,,31.93,,9020.00,,Gray,4.75,,Turnbull,3.52,,Turnbull,3.23,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.713,0.246,0,1.698,0.186,0,1.625,0.266,0,,,,,,,,,,,,
180,HIP 63125,HIP 63125,HD 112413,,2MASS J12560168+3819059,0,1,0,0,0,0,0,12h56m01.67s,194.006943,+38d19m06.2s,38.318378,33.78,1.15,-1.23,2.890,,,-0.120,,,A0 II-IIIp SiEuCr,,,,12560+3819,19.30000,2.670,,-233.430,1.010,54.980,0.780,118.305019,78.768675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.056,0.218,0,3.131,0.186,0,3.145,0.264,0,,,,,,,,,,,,
181,HIP 63608,HIP 63608,HD 113226,,2MASS J13021059+1057329,0,1,0,0,0,0,0,13h02m10.60s,195.544159,+10d57m32.9s,10.959150,31.35,0.83,-0.88,2.840,,,0.940,,,G8 III,,,,13022+1058,250.20000,9.070,,-274.100,0.300,19.300,0.300,312.324967,73.634720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.248,0.276,0,0.733,0.244,0,0.664,0.278,0,,,,,,,,,,,,
182,HIP 63613,HIP 63613,HD 112985,,2MASS J13021624-7132554,1,1,0,0,0,0,0,13h02m15.78s,195.565740,-71d32m55.7s,-71.548799,27.87,0.28,-0.28,3.600,0.020,VT,1.190,0.020,BVT-Red,K2III,47.110,0.110,B-V,,,,0.01,263.600,,-23.300,,303.798162,-8.695197,,,,1.380,0.040,,0,GIANT,GIANT,6.86,,246.28,,0.00,,32.63,,4390.00,,B-V,11.86,,Turnbull,2.69,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.649,0.330,0,1.079,0.230,0,0.946,0.282,0,,,,,,,,,,,,
183,HIP 64241,HIP 64241,HD 114378,GJ 501 A,2MASS J13095936+1731456 A,1,1,0,0,0,0,0,13h09m59.55s,197.498123,+17d31m44.8s,17.529116,17.83,0.36,-0.35,4.320,0.010,G,0.460,0.010,G,F5V,5.060,0.060,V-K,13100+1732,0.60000,0.680,0.02,-445.900,,129.700,,327.937853,79.488625,1.120,0.050,1991ApJ...368..264A,3.060,0.040,,0,,,2.25,,126.17,,0.00,,30.92,,6399.00,,Gray,1.83,,Turnbull,1.52,,Turnbull,4.13,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.399,0.244,0,3.266,0.218,0,3.108,0.246,0,,,,,,,,,,,,
184,HIP 64394,HIP 64394,HD 114710,GJ 502,2MASS J13115238+2752411,1,1,1,0,0,1,0,13h11m52.92s,197.970511,+27d52m33.7s,27.876038,9.13,,,4.240,0.020,VT,0.570,0.010,G,G0V,1.480,0.060,V-K,13119+2753,,,0.00,-801.900,,882.700,,43.472455,85.405685,1.340,0.050,Kidger,4.430,0.020,,0,G,MAINSEQ,1.22,,133.13,,0.00,,29.50,,6075.00,,2005ApJS..159..141V,1.09,,2007ApJS..168..297T,1.15,,2007ApJS..168..297T,4.45,,2007ApJS..168..297T,1.700,,2005ApJS..159..141V,,0.070,,,[Fe/H],1,0,,1,0,1,0,0,3,1,3.232,0.234,0,2.992,0.192,0,2.923,0.274,0,,,,,,,,,,,,
